cv_index,cv_objective,rank,job_index,job_position,job_company,job_location,similarity_score
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,9,135,Research Analyst,American Council of Life Insurers,"Washington, DC 20001",0.051020380935229676
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,10,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.04917988318315775
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",1,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.08206253636734717
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",2,67,"Scientist, Asst Bioinformatics",Emory University,"Atlanta, GA",0.0769433980712742
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",3,162,Senior Engineering Architect,Microsoft,"Redmond, WA 98052",0.07049340921882001
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",4,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.06684415210981279
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",5,165,Principal Software Engineer,Microsoft,"Redmond, WA 98052",0.06613105979050012
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",6,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.06447249899095588
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",7,122,Field Application Scientist - Boston,10x Genomics,"Boston, MA",0.06377244584410846
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",8,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.062012163958360116
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",9,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.0578075883073091
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",10,163,"Principal Software Engineer, Azure Databricks",Microsoft,"Redmond, WA 98052",0.055496702279720714
6,nan,1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.06877180918328156
6,nan,2,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.06809352526135708
6,nan,3,38,Data Scientist,OM Partners,"Atlanta, GA",0.06169032099003585
6,nan,4,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.0572784065136918
6,nan,5,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.05378669934331655
6,nan,6,42,Manager - Data Scientist ! Orlando!,Capgemini,"Atlanta, GA",0.04815865089041592
6,nan,7,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.04706840886586489
6,nan,8,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.046867008610841816
6,nan,9,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.046414721487499505
6,nan,10,188,Senior Machine Learning Research Scientist,Baidu USA,"Sunnyvale, CA 94089",0.04640562946534106
7,nan,1,107,Data Software Engineer,Kelvin,"Austin, TX",0.07538689611865179
7,nan,2,165,Principal Software Engineer,Microsoft,"Redmond, WA 98052",0.06736605654162836
7,nan,3,140,Additive Materials and Process Scientist,Divergent 3D,"Los Angeles, CA",0.05909374271258671
7,nan,4,20,Senior Electrical Engineer,Burns & McDonnell,"Atlanta, GA 30309 ",0.05636967110752385
7,nan,5,118,Robotics and Automation – Research Analyst,Lux Research Inc,"Boston, MA",0.05450322386157449
7,nan,6,117,Principal Engineer- Mechanical (663909),Ball Aerospace,"Boulder, CO",0.054059641577154566
7,nan,7,7,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",0.05147896030491565
7,nan,8,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.047428181645682584
7,nan,9,92,Research Scientist I,Georgia State University,"Atlanta, GA",0.04305337674313543
7,nan,10,106,"Senior Scientist, Development",Asuragen,"Austin, TX",0.041958678188262634
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",1,172,Research Scientist - Deep Learning,CuraCloud Corporation,"Seattle, WA 98104",0.08492009791123743
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",2,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.0827209465932781
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",3,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.08249981158942671
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",4,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.08067638981831286
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",5,48,Chief Deep Learning Scientist,YIWEI Medical Inc.,"Atlanta, GA",0.07864102099042228
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",6,184,Director of Analytics / Data Mining,Stride Search,"Sunnyvale, CA",0.07671446148582949
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",7,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.0747192177027571
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",8,124,Senior Data Analyst,NORC at the University of Chicago,"Chicago, IL",0.07433440700266804
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",9,34,Data Scientist,SalesLoft,"Atlanta, GA",0.07415445659303847
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",10,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.07360280404553797
9,nan,1,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.09345836611461833
9,nan,2,34,Data Scientist,SalesLoft,"Atlanta, GA",0.07949581676954084
9,nan,3,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.06901939309177155
9,nan,4,108,Bioinformatics Scientist,Premierehire,"Austin, TX",0.06357272999365425
9,nan,5,50,Manager - Cognitive Data Scientist Natural Language Processing,KPMG,"Atlanta, GA 30338",0.061925102010374725
9,nan,6,9,Senior Associate - Cognitive Data Scientist Natural Language Processing,KPMG,"Atlanta, GA 30338",0.061685196992316206
9,nan,7,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.061244713851897135
9,nan,8,149,Quantitative Researcher - AI and Machine Learning Specialist,American Century Investments,"Mountain View, CA 94043",0.058744675058301485
9,nan,9,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.05821448486869278
9,nan,10,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.05440644718743343
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",1,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.13594122396654368
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",2,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.07179036948464133
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",3,49,Supervisory Health Scientist,Centers for Disease Control and Prevention,"Atlanta, GA",0.07133103068344215
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",4,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.06119598856735083
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",5,160,Market Research Analyst,Blueocean Market Intelligence,"Redmond, WA 98052",0.058011908920958664
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",6,120,Marketing Information Analytics Coordinator,VHB,"Boston, MA 02110",0.056503526624799356
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",7,52,"VP, Data Scientist- Atlanta, GA; Charlotte, NC",Bank of America Merchant Services,"Atlanta, GA",0.054328101276524716
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",8,109,"Research Engineering/ Scientist Associate II - Research Associate, Data Integration Team, Department of Population Health",University of Texas at Austin,"Austin, TX",0.052458053641034744
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",9,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.05162326297232522
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",10,42,Manager - Data Scientist ! Orlando!,Capgemini,"Atlanta, GA",0.049392756173442305
11,nan,1,47,Flight Safety Data Analysis Fall Co-Op,Delta Air Lines,"Atlanta, GA",0.09074454604026076
11,nan,2,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.08597451712970539
11,nan,3,70,"Analyst, Research",Turner,"Atlanta, GA 30319",0.07559803616008795
11,nan,4,59,Senior Cyber Security Data Scientist,Bank of America,"Atlanta, GA 30306 ",0.06184438633275525
11,nan,5,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.05887015597739045
11,nan,6,48,Chief Deep Learning Scientist,YIWEI Medical Inc.,"Atlanta, GA",0.0585957375618965
11,nan,7,39,DATA SCIENTIST - SPACE OPTIMIZATION,The Home Depot,"Atlanta, GA",0.057529245623686304
11,nan,8,28,"Data Scientist, Online",The Home Depot,"Atlanta, GA",0.056280004685970546
11,nan,9,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.055742923511340595
11,nan,10,7,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",0.05523274282536871
12,nan,1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.0904742032342347
12,nan,2,42,Manager - Data Scientist ! Orlando!,Capgemini,"Atlanta, GA",0.07844385476429667
12,nan,3,53,Statistical Analyst,Hawkins Diagnostics,"Atlanta, GA",0.07709952226620828
12,nan,4,93,"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,"Atlanta, GA",0.0752900528601354
12,nan,5,177,Research Scientist - Amazon Restaurants,Amazon.com,"Seattle, WA",0.07216062336273303
12,nan,6,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.07106425273762187
12,nan,7,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.07085277436227591
12,nan,8,81,Director of Data Science,Prestige Staffing,"Atlanta, GA",0.06989570427986015
12,nan,9,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.06894556694881687
12,nan,10,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.0688288237804211
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",1,172,Research Scientist - Deep Learning,CuraCloud Corporation,"Seattle, WA 98104",0.08213400915458577
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.08003305578072568
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",3,188,Senior Machine Learning Research Scientist,Baidu USA,"Sunnyvale, CA 94089",0.07591446769942278
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",4,152,Machine Learning/Deep Learning Scientist,DNAnexus,"Mountain View, CA",0.06851152292042549
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",5,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.06783264087137285
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",6,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.06532474195286572
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",7,127,Junior Quantitative Researcher - Machine Learning,Akuna Capital,"Chicago, IL 60603",0.06432309090625953
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",8,181,Data Scientist - Biostatistics,The Climate Corporation,"San Francisco, CA",0.059794623545049184
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",9,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.05879578689737472
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",10,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.05758724357402057
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",1,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.05722783060955217
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",2,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.04711841355411223
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",3,187,Front end Developer - Yahoo News,Oath Inc,"Sunnyvale, CA",0.04276675937983328
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",4,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.038790131124452266
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",5,158,Data Scientist,Blackboard Insurance,"New York, NY",0.033997933530207546
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",6,170,Translational Scientist,Viome,"San Diego, CA",0.0327710957751959
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",7,115,Research Scientist (Emerging Technologies),"Sensory, Inc","Boulder, CO",0.030903956607417796
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",8,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.028580360580032573
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",9,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.028461511717194143
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",10,65,Research Scientist,MacDermid Inc.,"Atlanta, GA",0.028349467596374894
15,nan,1,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.1038835179170308
15,nan,2,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.08287692784053412
15,nan,3,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.08274655661605813
15,nan,4,19,Data Scientist,Inspire Brands,"Atlanta, GA",0.07363226786942724
15,nan,5,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.07262859150329792
15,nan,6,59,Senior Cyber Security Data Scientist,Bank of America,"Atlanta, GA 30306 ",0.07138195392040113
15,nan,7,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.06891296660604714
15,nan,8,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.06719649153703085
15,nan,9,81,Director of Data Science,Prestige Staffing,"Atlanta, GA",0.0618220866068563
15,nan,10,180,Data Scientist,CyberCube Analytics,"San Francisco, CA",0.06105401838482392
16,nan,1,120,Marketing Information Analytics Coordinator,VHB,"Boston, MA 02110",0.05910651744983558
16,nan,2,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.05818588513056018
16,nan,3,109,"Research Engineering/ Scientist Associate II - Research Associate, Data Integration Team, Department of Population Health",University of Texas at Austin,"Austin, TX",0.052079837124282484
16,nan,4,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.04774232729348032
16,nan,5,76,Health Communications Specialist,Eagle Medical Services,"Atlanta, GA",0.04678375970308505
16,nan,6,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.04644016613605495
16,nan,7,47,Flight Safety Data Analysis Fall Co-Op,Delta Air Lines,"Atlanta, GA",0.04631713447256176
16,nan,8,7,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",0.04475297547596739
16,nan,9,122,Field Application Scientist - Boston,10x Genomics,"Boston, MA",0.043574326164980026
16,nan,10,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.043521643721756466
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",1,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.12942764561758274
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",2,48,Chief Deep Learning Scientist,YIWEI Medical Inc.,"Atlanta, GA",0.09064258529041055
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",3,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.08612305998134981
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",4,152,Machine Learning/Deep Learning Scientist,DNAnexus,"Mountain View, CA",0.07400056948805539
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",5,168,Machine Learning - Software Engineer / Scientist,Brain Corporation,"San Diego, CA",0.07284170660160859
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",6,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.06768653815584344
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",7,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.055598332050452975
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",8,172,Research Scientist - Deep Learning,CuraCloud Corporation,"Seattle, WA 98104",0.05497974304490888
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",9,160,Market Research Analyst,Blueocean Market Intelligence,"Redmond, WA 98052",0.05333410716520187
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",10,173,Principal Data Scientist (Catalog Platform and Quality),Coupang,"Seattle, WA",0.05254776333832935
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",1,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.06507490339651743
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",2,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.04849102062249505
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",3,187,Front end Developer - Yahoo News,Oath Inc,"Sunnyvale, CA",0.04708913356476342
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",4,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.04350337816427955
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",5,146,"Scientist II / Senior Scientist, RNAi Pharmacology",Dicerna,"Cambridge, MA",0.0408345011970761
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",6,140,Additive Materials and Process Scientist,Divergent 3D,"Los Angeles, CA",0.04078803048460541
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",7,65,Research Scientist,MacDermid Inc.,"Atlanta, GA",0.03822835965470688
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",8,33,Scientist - Data Analysis,AMERICAN CANCER SOCIETY,"Atlanta, GA",0.03634315811550124
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",9,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.036183685392186346
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",10,106,"Senior Scientist, Development",Asuragen,"Austin, TX",0.035861771292708525
19,nan,1,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.23505668047033626
19,nan,2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.16520487699009156
19,nan,3,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.12403184378468554
19,nan,4,152,Machine Learning/Deep Learning Scientist,DNAnexus,"Mountain View, CA",0.11675913356031857
19,nan,5,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.09318860202059824
19,nan,6,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.09127709771176061
19,nan,7,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.08617414773820688
19,nan,8,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.08582489603822942
19,nan,9,36,Data Scientist,The Intersect Group,"Atlanta, GA 30328",0.07504230984826825
19,nan,10,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.07446671528396251
