cv_index,cv_objective,rank,job_index,job_position,job_company,job_location,similarity_score
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,1,95,Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 ",0.12369593656234897
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,2,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.12090375850125688
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,3,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.10279226267119743
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,4,125,Developer / Quantitative Analyst (Entry Level) - Chicago,DV Trading LLC,"Chicago, IL 60642",0.09983181712686326
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,5,60,Scientist II/Ecologist II,HNTB Corporation,"Atlanta, GA 30327 ",0.09859940195178978
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,6,123,Associate Research Analyst,Harvard Pilgrim Health Care,"Boston, MA",0.09383378668173196
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,7,103,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.0861164794717658
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,8,119,Senior Account Executive,h2o.ai,"Boston, MA",0.08478904857813767
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,9,33,Scientist - Data Analysis,AMERICAN CANCER SOCIETY,"Atlanta, GA",0.0829353654757517
4,Professional accountant with an outstanding work ethic and integrity seeking to make a valuable cont,10,21,"Sr. Manager, Full Stack Development, KPMG Tax Ignition",KPMG,"Atlanta, GA 30338",0.08267082373021888
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",1,162,Senior Engineering Architect,Microsoft,"Redmond, WA 98052",0.1164724989170459
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",2,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.11515911866920188
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",3,122,Field Application Scientist - Boston,10x Genomics,"Boston, MA",0.11300830232566657
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",4,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.10749131937268197
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",5,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.10029772761946054
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",6,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.09847863365518884
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",7,165,Principal Software Engineer,Microsoft,"Redmond, WA 98052",0.09743709281833396
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",8,67,"Scientist, Asst Bioinformatics",Emory University,"Atlanta, GA",0.09650933092598762
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",9,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.09559534072642216
5,"To secure an IT specialist, desktop support, network administration, database administrator, technic",10,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.08709556466045798
6,nan,1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.10621392758191997
6,nan,2,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.10482031842910308
6,nan,3,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.10382774018685807
6,nan,4,38,Data Scientist,OM Partners,"Atlanta, GA",0.10120540049925551
6,nan,5,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.09270250532647586
6,nan,6,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.0772028526172201
6,nan,7,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.07606658967183152
6,nan,8,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.0757995173826883
6,nan,9,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.07405122140351306
6,nan,10,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.073802863330268
7,nan,1,107,Data Software Engineer,Kelvin,"Austin, TX",0.12141553714231247
7,nan,2,117,Principal Engineer- Mechanical (663909),Ball Aerospace,"Boulder, CO",0.0910864896302569
7,nan,3,118,Robotics and Automation – Research Analyst,Lux Research Inc,"Boston, MA",0.08728088640393421
7,nan,4,140,Additive Materials and Process Scientist,Divergent 3D,"Los Angeles, CA",0.08550212945769692
7,nan,5,165,Principal Software Engineer,Microsoft,"Redmond, WA 98052",0.08176468858266407
7,nan,6,92,Research Scientist I,Georgia State University,"Atlanta, GA",0.07916961345760773
7,nan,7,7,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",0.07579553026856034
7,nan,8,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.07247801953113994
7,nan,9,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.07185742347028491
7,nan,10,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.07045155254812344
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",1,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.11854942706731755
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",2,172,Research Scientist - Deep Learning,CuraCloud Corporation,"Seattle, WA 98104",0.11259680972283809
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",3,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.11257033104623007
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",4,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.10884058919533361
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",5,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.10845844631981486
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",6,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.10171076341343495
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",7,48,Chief Deep Learning Scientist,YIWEI Medical Inc.,"Atlanta, GA",0.09877375799539084
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",8,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.09678108947512777
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",9,184,Director of Analytics / Data Mining,Stride Search,"Sunnyvale, CA",0.09232393343804957
8,"Certified Data analyst with a degree in Electronics Engineering, I have hands on experience in analy",10,34,Data Scientist,SalesLoft,"Atlanta, GA",0.08924870000425929
9,nan,1,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.1410209430256553
9,nan,2,34,Data Scientist,SalesLoft,"Atlanta, GA",0.11686019368335757
9,nan,3,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.11037759332773128
9,nan,4,108,Bioinformatics Scientist,Premierehire,"Austin, TX",0.10141527054815548
9,nan,5,50,Manager - Cognitive Data Scientist Natural Language Processing,KPMG,"Atlanta, GA 30338",0.09082865827643462
9,nan,6,9,Senior Associate - Cognitive Data Scientist Natural Language Processing,KPMG,"Atlanta, GA 30338",0.09072629165611848
9,nan,7,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.0901389009112448
9,nan,8,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.08960059238818704
9,nan,9,149,Quantitative Researcher - AI and Machine Learning Specialist,American Century Investments,"Mountain View, CA 94043",0.08813628880518681
9,nan,10,168,Machine Learning - Software Engineer / Scientist,Brain Corporation,"San Diego, CA",0.07973343184716866
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",1,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.2148083983962041
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",2,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.098934064238649
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",3,160,Market Research Analyst,Blueocean Market Intelligence,"Redmond, WA 98052",0.0929334312095907
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",4,120,Marketing Information Analytics Coordinator,VHB,"Boston, MA 02110",0.08957957138465218
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",5,49,Supervisory Health Scientist,Centers for Disease Control and Prevention,"Atlanta, GA",0.08895068008447253
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",6,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.08678339122091594
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",7,176,"Manager, Data Science - Consumer Payments",Amazon.com,"Seattle, WA",0.07833688265111105
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",8,60,Scientist II/Ecologist II,HNTB Corporation,"Atlanta, GA 30327 ",0.0772206621740679
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",9,16,Senior Structural Engineer-Transmission & Distribution,Burns & McDonnell,"Atlanta, GA 30309 ",0.07515341036421977
10,"Enthusiastic, knowledgeable professional with experience and proven success in program and project m",10,164,Senior Product Manager- Optimization,Microsoft,"Redmond, WA 98052",0.07459830661492545
11,nan,1,47,Flight Safety Data Analysis Fall Co-Op,Delta Air Lines,"Atlanta, GA",0.12815141778096284
11,nan,2,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.12785202306383692
11,nan,3,70,"Analyst, Research",Turner,"Atlanta, GA 30319",0.09554379471487699
11,nan,4,59,Senior Cyber Security Data Scientist,Bank of America,"Atlanta, GA 30306 ",0.08801395275438717
11,nan,5,48,Chief Deep Learning Scientist,YIWEI Medical Inc.,"Atlanta, GA",0.08797838643434042
11,nan,6,7,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",0.08665804531735893
11,nan,7,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.08370837588684182
11,nan,8,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.07883895285860862
11,nan,9,28,"Data Scientist, Online",The Home Depot,"Atlanta, GA",0.07685156030370068
11,nan,10,33,Scientist - Data Analysis,AMERICAN CANCER SOCIETY,"Atlanta, GA",0.07611358960612505
12,nan,1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.12456725414452444
12,nan,2,53,Statistical Analyst,Hawkins Diagnostics,"Atlanta, GA",0.11925964077043288
12,nan,3,177,Research Scientist - Amazon Restaurants,Amazon.com,"Seattle, WA",0.11294989299656615
12,nan,4,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.1104213329369157
12,nan,5,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.10862364198395034
12,nan,6,93,"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,"Atlanta, GA",0.1084454375493648
12,nan,7,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.10825933255163203
12,nan,8,42,Manager - Data Scientist ! Orlando!,Capgemini,"Atlanta, GA",0.10736390545209518
12,nan,9,81,Director of Data Science,Prestige Staffing,"Atlanta, GA",0.10694115161052836
12,nan,10,61,Data Engineer,Gallup,"Atlanta, GA",0.10653142695924994
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.12636708982497058
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",2,152,Machine Learning/Deep Learning Scientist,DNAnexus,"Mountain View, CA",0.10914865280747842
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",3,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.1084257121254467
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",4,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.10812581708293897
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",5,127,Junior Quantitative Researcher - Machine Learning,Akuna Capital,"Chicago, IL 60603",0.10541185187285951
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",6,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.09571952915216052
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",7,172,Research Scientist - Deep Learning,CuraCloud Corporation,"Seattle, WA 98104",0.09318580887459076
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",8,181,Data Scientist - Biostatistics,The Climate Corporation,"San Francisco, CA",0.0913024908256193
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",9,179,Staff Data Scientist,Course Hero,"Redwood City, CA",0.08966818349984708
13,"Energetic, innovative engineering undergraduate, passionate about Machine Learning, NLP and Deep Lea",10,61,Data Engineer,Gallup,"Atlanta, GA",0.08700616465726782
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",1,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.09748182433612651
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",2,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.09661541975230872
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",3,187,Front end Developer - Yahoo News,Oath Inc,"Sunnyvale, CA",0.08861022871885142
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",4,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.07589899800055772
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",5,115,Research Scientist (Emerging Technologies),"Sensory, Inc","Boulder, CO",0.0714123740041456
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",6,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.06504182832747628
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",7,170,Translational Scientist,Viome,"San Diego, CA",0.064736433904637
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",8,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.058204334075851405
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",9,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.05716389891210466
14,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",10,65,Research Scientist,MacDermid Inc.,"Atlanta, GA",0.057121379447655315
15,nan,1,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.15344450392708506
15,nan,2,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.13351399915583514
15,nan,3,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.1175524521645464
15,nan,4,59,Senior Cyber Security Data Scientist,Bank of America,"Atlanta, GA 30306 ",0.11219220679805209
15,nan,5,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.10655219281387271
15,nan,6,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.10512688522967825
15,nan,7,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.102534466055876
15,nan,8,103,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.09654251489596874
15,nan,9,3,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.09612021744781303
15,nan,10,81,Director of Data Science,Prestige Staffing,"Atlanta, GA",0.09521132877410328
16,nan,1,120,Marketing Information Analytics Coordinator,VHB,"Boston, MA 02110",0.09913415171521892
16,nan,2,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.09406764119657707
16,nan,3,92,Research Scientist I,Georgia State University,"Atlanta, GA",0.08694872930378006
16,nan,4,76,Health Communications Specialist,Eagle Medical Services,"Atlanta, GA",0.0829718713617443
16,nan,5,7,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",0.0827540523008957
16,nan,6,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.08131212749906809
16,nan,7,109,"Research Engineering/ Scientist Associate II - Research Associate, Data Integration Team, Department of Population Health",University of Texas at Austin,"Austin, TX",0.08063350043407308
16,nan,8,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.08010375275524377
16,nan,9,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.0717485250507238
16,nan,10,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.069892488660662
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",1,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.2614502627858733
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",2,48,Chief Deep Learning Scientist,YIWEI Medical Inc.,"Atlanta, GA",0.16099753278350315
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",3,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.15677703152983402
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",4,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.14318260132966767
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",5,152,Machine Learning/Deep Learning Scientist,DNAnexus,"Mountain View, CA",0.1411033340873072
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",6,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.10894484669708832
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",7,168,Machine Learning - Software Engineer / Scientist,Brain Corporation,"San Diego, CA",0.09853184486401997
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",8,180,Data Scientist,CyberCube Analytics,"San Francisco, CA",0.09676539180370976
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",9,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.09333085592903267
17,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Ker",10,160,Market Research Analyst,Blueocean Market Intelligence,"Redmond, WA 98052",0.09276450341181272
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",1,17,Senior Mobile Developer (iOS/Android),Perficient,"Atlanta, GA 30338",0.09973082798675764
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",2,148,Software Developer,Cytobank Inc.,"Mountain View, CA 94040",0.0952380713643383
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",3,187,Front end Developer - Yahoo News,Oath Inc,"Sunnyvale, CA",0.09233032173818256
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",4,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.07960032054199247
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",5,146,"Scientist II / Senior Scientist, RNAi Pharmacology",Dicerna,"Cambridge, MA",0.07519590109524815
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",6,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.07487062203618473
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",7,65,Research Scientist,MacDermid Inc.,"Atlanta, GA",0.0708804425905787
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",8,115,Research Scientist (Emerging Technologies),"Sensory, Inc","Boulder, CO",0.07012053131348034
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",9,33,Scientist - Data Analysis,AMERICAN CANCER SOCIETY,"Atlanta, GA",0.06861724333437427
18,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of ",10,170,Translational Scientist,Viome,"San Diego, CA",0.06721783774402819
19,nan,1,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.3103224636502561
19,nan,2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.21228136776977202
19,nan,3,152,Machine Learning/Deep Learning Scientist,DNAnexus,"Mountain View, CA",0.15798945249956525
19,nan,4,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.15708248395213484
19,nan,5,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.1251425411345982
19,nan,6,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.12362657552726064
19,nan,7,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.11221548967603225
19,nan,8,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.1118214974143257
19,nan,9,168,Machine Learning - Software Engineer / Scientist,Brain Corporation,"San Diego, CA",0.10090079272213967
19,nan,10,150,Principal NLP Scientist for Search,JD.com,"Mountain View, CA",0.09568935792289007
20,nan,1,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.08324999956996178
20,nan,2,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.06405643272408246
